#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
5561,13,https://www.avvo.com/legal-answers/when-i-register-my-work-for-copyright-purposes--wh-1551546.html,"When I register my work for copyright purposes, who can see it? - Q&A - Avvo",160,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-04 08:04:11"
5562,13,https://www.avvo.com/legal-guides/ugc/should-i-add-my-family-members-name-on-my-assets-and-avoid-a-will-,"Should I add my family members name on my assets and avoid a will? - Legal Guides - Avvo",161,12,http://www.ocelderlaw.com/index.php,"Nofollow, UGC",,"OC Elder Law",,404,"2020-09-28 12:16:45","2020-05-05 20:13:48"
5563,13,https://www.avvo.com/legal-answers/i-have-created-calendars-to-sell--using-my-origina-1476237.html,"I have created calendars to sell, using my original photography as the artwork. Can I include famous quotes imposed on each pic? - Q&A - Avvo",164,14,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-08 04:48:17"
5564,13,https://www.avvo.com/all-lawyers/mi/grosse_pointe_farms.html?page=37,"Find the best lawyer in Grosse Pointe Farms, MI - Page 37 - Avvo",214,13,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-04-30 00:20:03"
5565,13,https://www.avvo.com/attorneys/33606-fl-benjamin-briggs-4220056.html,"Lawyer Benjamin Briggs - Tampa, FL Attorney - Avvo",153,12,http://www.sasslawfirm.com/,Nofollow,,www.EmploymentLawTampa.com,,404,"2020-09-19 21:33:09","2020-05-12 01:29:57"
5566,13,https://www.avvo.com/legal-answers/what-rights-does-this-18-year-old-legal-adult-stud-600082.html,"What rights does this 18 year old legal adult student have with his IEP? - Q&A - Avvo",145,13,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-06 02:22:54"
5567,13,https://www.avvo.com/legal-answers/us-customs-and-border-protection--notice-of-seizur-1457356.html,"US customs and border Protection. Notice of Seizure and information and to claimants form - Q&A - Avvo",153,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-12 17:12:34"
5568,13,https://www.avvo.com/legal-answers/need-help-filling-in-form-i-485-2937471.html,"Need help filling in form I-485 - Q&A - Avvo",153,12,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-05-05 07:42:03"
5569,13,https://www.avvo.com/legal-answers/what-type-of-outcome-am-i-looking-at--3274657.html,"What type of outcome am I looking at? - Q&A - Avvo",158,10,https://naveteam.com/practice/derek-s-andrews/,Nofollow,,Website,,404,"2020-09-26 19:07:16","2020-05-12 11:23:28"
5570,13,https://www.avvo.com/legal-answers/what-kind-of-relief-is-available-to-a-litigant-whe-2012595.html,"What kind of relief is available to a litigant when a default judgment violates Federal law? - Q&A - Avvo",160,10,http://www.wendlerlawpc.com/,Nofollow,,Website,,404,"2020-10-01 16:01:28","2020-05-07 17:09:04"
5571,13,https://www.avvo.com/legal-guides/ugc/how-does-the-uscis-determine-the-employers-ability-to-pay-the-offered-wage,"How Does the USCIS Determine the Employer’s Ability to Pay the Offered Wage? - Legal Guides - Avvo",154,25,https://www.shusterman.com/schedule-immigration-consultation,"Nofollow, UGC",,"Schedule a Legal Consultation",,404,"2020-09-22 03:48:46","2020-05-10 04:51:33"
5571,13,https://www.avvo.com/legal-guides/ugc/how-does-the-uscis-determine-the-employers-ability-to-pay-the-offered-wage,"How Does the USCIS Determine the Employer’s Ability to Pay the Offered Wage? - Legal Guides - Avvo",154,25,https://www.shusterman.com/employersimmigrationguide,"Nofollow, UGC",,"Employers Immigration Guide",,404,"2020-09-20 22:39:17","2020-05-10 04:51:33"
5572,13,https://www.avvo.com/legal-answers/is-use-by-one-trademark-co-owner-considered-use-by-456254.html,"Is use by one trademark co-owner considered use by ALL owners when determining if the trademark has been abandoned by a non-user - Q&A - Avvo",146,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-09 12:52:13"
5573,13,https://www.avvo.com/legal-answers/what-is-section-58-of-out-of-state-violation-liste-4734014.html,"What is Section 58 of Out of State Violation listed by CA DMV? - Q&A - Avvo",143,12,https://www.dmv.ca.gov/portal/dmv/detail/dl/vioptct,Nofollow,"Check out this DMV website:",https://www.dmv.ca.gov/portal/dmv/detail/dl/vioptct#oneoutofstate,,404,"2020-09-20 02:18:48","2020-05-09 23:35:21"
5574,13,https://www.avvo.com/legal-answers/opt-extension------your-alien-registration-number--1534989.html,"OPT EXTENSION ---> your Alien Registration Number was changed relating to your I765, APPLICATION FOR EMPLOYMENT AUTHORIZATION - Q&A - Avvo",158,14,https://www.uscis.gov/content/homepage-0,Nofollow,"I765, APPLICATION FOR EMPLOYMENT AUTHORIZATION. Please check our website at",www.uscis.gov,"for further updates on your case. Please wait until the",404,"2020-09-19 18:07:04","2020-05-11 00:02:10"
5575,13,https://www.avvo.com/legal-answers/can-i-sue-for-plagiarism-where-a-person-used-my-lo-455732.html,"Can I sue for plagiarism where a person used my long used words connected with my business (Coolness Unlimited) w/o permission. - Q&A - Avvo",163,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-12 04:36:25"
5576,13,https://www.avvo.com/legal-answers/will-i-get-drug-tested-for-a-theft-of-a-fire-arm---2786646.html,"Will i get drug tested for a theft of a fire arm ? its a felony class c - Q&A - Avvo",153,10,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-05-12 17:34:44"
5577,13,https://www.avvo.com/legal-answers/an-attorney-i-hired-is-facebook-friends-with-other-3134274.html,"An attorney I hired is Facebook friends with other party, OK? or reason for concern? - Q&A - Avvo",150,13,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-13 16:29:32"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Settlement-and-Offer-in-Compromises.shtml,Dofollow,,"Offer In Compromise Seattle WA",,404,"2020-09-25 02:47:11","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Penalty-Relief.shtml,Dofollow,,"IRS Tax Penalties Seattle WA",,404,"2020-09-23 12:45:48","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Innocent-Spouse-Relief.shtml,Dofollow,,"Innocent Spouse Relief Seattle WA",,404,"2020-09-19 22:50:45","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Employment-Tax-and-Trust-Fund-Penalties.shtml,Dofollow,,"Payroll Tax Problem Seattle",,404,"2020-09-19 19:10:39","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Business-and-Corporate-Tax-Issues.shtml,Dofollow,,"Bellevue Business Tax Attorney",,404,"2020-09-19 12:19:47","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Audits.shtml,Dofollow,,"IRS Tax Audit Seattle WA",,404,"2020-09-19 10:42:38","2020-05-11 18:47:22"
5578,13,https://www.avvo.com/legal-answers/can-i-file-taxes-with-husband-in-jail--1115951.html,"Can I file taxes with husband in jail? - Q&A - Avvo",149,32,https://www.insightlawfirm.com/Practice-Areas/Tax-Controversies-and-Litigation/Unfiled-Tax-Returns.shtml,Dofollow,,"Back Tax Returns Seattle WA",,404,"2020-09-18 09:43:57","2020-05-11 18:47:22"
5579,13,https://www.avvo.com/legal-answers/who-owns-the-provisional-patent--3507513.html,"Who owns the provisional patent? - Q&A - Avvo",157,12,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-09 16:27:45"
5580,13,https://www.avvo.com/child-custody-lawyer/ks/stanley.html?page=2,"Find the best Child Custody lawyer in Stanley, KS - Page 2 - Avvo",178,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-09 11:20:36"
5581,13,https://www.avvo.com/legal-answers/can-i-be-deported-after-immigration-custody-hearin-2954783.html,"Can I be deported after immigration custody hearing? - Q&A - Avvo",159,10,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-05-12 10:11:28"
5582,13,https://www.avvo.com/attorneys/60601-il-michael-friedman-1137216.html,"Lawyer Michael Friedman - Chicago, IL Attorney - Avvo",157,15,http://www.mtfinjurylaw.com/practice-areas/motor-vehicle-accidents/trucking/,Nofollow,,"Truck Accidents",,404,"2020-09-30 21:49:02","2020-05-12 11:40:08"
5583,13,https://www.avvo.com/legal-answers/hhow-do-i-evict-my-daughter-and-her-grown-sons--3492313.html,"HHow do i evict my daughter and her grown sons? - Q&A - Avvo",150,11,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-05-10 10:43:30"
5584,13,https://www.avvo.com/legal-answers/what-legal-requirements-are-needed-to-film-footage-1001601.html,"What legal requirements are needed to film footage/conduct interviews for a documentary in a festival setting? - Q&A - Avvo",147,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-13 13:24:30"
5585,13,https://www.avvo.com/legal-answers/dialing-a-number--car-has-built-in-bluetooth-hands-469643.html,"Dialing a number, car has built in bluetooth hands free. Got a cell phone ticket - Q&A - Avvo",146,13,https://www.dmv.ca.gov/cellularphonelaws/,Nofollow,,http://dmv.ca.gov/cellularphonelaws/,,404,"2020-09-19 14:05:28","2020-05-14 07:10:01"
5586,13,https://www.avvo.com/legal-answers/if-i-took-took-60-mg-of-predizone-every-day-for-3--2332886.html,"If i took took 60 mg of predizone every day for 3 months with severe side effect do i have a csae - Q&A - Avvo",168,10,http://www.wendlerlawpc.com/,Nofollow,,Website,,404,"2020-10-01 16:01:28","2020-05-12 21:12:29"
5587,13,https://www.avvo.com/partnership-lawyer/ks/mission.html,"Find the best Partnership lawyer in Mission, KS - Avvo",156,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-12 05:26:23"
5588,13,https://www.avvo.com/legal-answers/can-i-sue-my-ex-boyfriend-for-giving-me-herpes-whe-2679758.html,"Can I sue my ex boyfriend for giving me herpes when he knew & gave me an std on purpose ? - Q&A - Avvo",169,14,http://www.wendlerlawpc.com/,Nofollow,,Website,,404,"2020-10-01 16:01:28","2020-05-11 21:34:04"
5589,13,https://www.avvo.com/attorneys/07030-nj-mira-mullins-1610430.html,"Lawyer Mira Mullins - Hoboken, NJ Attorney - Avvo",164,10,http://www.miramullins.com/,Dofollow,"your divorce, I am also a Rule 1:40 qualified mediator. ~~~~ 201-420-5000 ~~~~","[email protected]",~~~~,0,"2020-09-26 15:03:01","2020-05-12 21:07:11"
5590,13,https://www.avvo.com/legal-answers/when-should-you-make-a-report-with-cps--3326883.html,"When should you make a report with CPS? - Q&A - Avvo",151,15,https://www.michaelrandalllaw.com/,Nofollow,,Website,,404,"2020-09-30 11:38:29","2020-05-09 15:18:46"
5591,13,https://www.avvo.com/legal-answers/i-m-just-i-m-just-curious-can-you-collect-unemploy-3239863.html,"I'm just I'm just curious can you collect unemployment if you quit your job due to verbal abuse from your boss? - Q&A - Avvo",151,13,https://www.mcnairlaw.com/attorney-profile,Nofollow,,Website,,404,"2020-09-23 13:33:27","2020-05-12 09:13:31"
5592,13,https://www.avvo.com/chapter-13-bankruptcy-lawyer/ks/roeland_park.html,"Find the best Chapter 13 lawyer in Roeland Park, KS - Avvo",186,16,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-13 15:17:08"
5592,13,https://www.avvo.com/chapter-13-bankruptcy-lawyer/ks/roeland_park.html,"Find the best Chapter 13 lawyer in Roeland Park, KS - Avvo",186,16,https://www.saderlawfirm.com/neil-s-sader.aspx,Nofollow,,Website,,404,"2020-09-27 01:52:18","2020-05-13 15:17:08"
5593,13,https://www.avvo.com/arbitration-lawyer/ks/johnson_county.html?page=5,"Find the best Arbitration lawyer in Johnson County, KS - Page 5 - Avvo",185,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-14 05:47:01"
5594,13,https://www.avvo.com/legal-answers/am-i-capable-of-sueing-taco-bell-for-negligence--2080579.html,"Am I capable of sueing taco bell for negligence? - Q&A - Avvo",165,12,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-05-10 09:26:19"
5595,13,https://www.avvo.com/legal-answers/dont-have-car-so-required-to-get-at-home-device--i-1149777.html,"Dont have car so required to get at home device if i get car with interlock device wil i still be required to keep home device? - Q&A - Avvo",160,12,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-05-06 23:08:33"
5596,13,https://www.avvo.com/antitrust-trade-law-lawyer/ks/johnson_county.html?page=5,"Find the best Antitrust lawyer in Johnson County, KS - Page 5 - Avvo",187,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-12 17:19:39"
5597,13,https://www.avvo.com/probate-lawyer/ks/stanley.html?page=2,"Find the best Probate lawyer in Stanley, KS - Page 2 - Avvo",189,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-13 18:17:53"
5598,13,https://www.avvo.com/legal-answers/libel-slander--can-emad-hajjaj-sue-b-nai-b-rith-fo-735439.html,"Libel/slander: Can Emad Hajjaj sue B'nai B'rith for defamation? - Q&A - Avvo",154,14,"https://www.bnaibrith.org/HajjajCartoons012012.cfm ",Nofollow,,http://www.bnaibrith.org/HajjajCartoons012012.cfm%20,,404,"2020-09-28 14:48:24","2020-05-12 10:29:03"
5599,13,https://www.avvo.com/public-finance-tax-exempt-finance-lawyer/ks/fairway.html?page=2,"Find the best Public Finance lawyer in Fairway, KS - Page 2 - Avvo",155,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-11 00:25:52"
5600,13,https://www.avvo.com/legal-answers/do-i-have-a-claim-or-have-reasons-to-sue--2184031.html,"Do I have a claim or have reasons to sue? - Q&A - Avvo",148,11,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-05-12 09:07:29"
5601,13,https://www.avvo.com/medical-malpractice-lawyer/ks/prairie_village.html?page=3,"Find the best Medical Malpractice lawyer in Prairie Village, KS - Page 3 - Avvo",191,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-13 05:47:16"
5602,13,https://www.avvo.com/probate-lawyer/ks/shawnee_mission.html?page=7,"Find the best Probate lawyer in Shawnee Mission, KS - Page 7 - Avvo",164,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-12 01:31:17"
5603,13,https://www.avvo.com/legal-answers/is-it-illegal-for-the-hr-representative-or-supervi-836958.html,"Is it illegal for the HR representative or Supervisor to print off a text message that I sent w/o my permission - Q&A - Avvo",156,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-13 21:58:38"
5604,13,https://www.avvo.com/estate-planning-lawyer/ks/roeland_park.html?page=2,"Find the best Estate Planning lawyer in Roeland Park, KS - Page 2 - Avvo",191,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-10 12:55:03"
5605,13,https://www.avvo.com/litigation-lawyer/ks/prairie_village.html?page=9,"Find the best Litigation lawyer in Prairie Village, KS - Page 9 - Avvo",193,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-13 01:55:37"
5606,13,https://www.avvo.com/employment-labor-lawyer/ks/leawood.html?page=8,"Find the best Employment lawyer in Leawood, KS - Page 8 - Avvo",158,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-14 06:05:03"
5607,13,https://www.avvo.com/family-lawyer/nj/wood-ridge.html?page=2,"Find the best Family lawyer in Wood-ridge, NJ - Page 2 - Avvo",191,39,https://uppermontclairlawyer.com/site-cannot-be-accessed-from-your-current-location.html,Nofollow,,Website,,404,"2020-09-13 06:31:07","2020-05-09 12:34:54"
5608,13,https://www.avvo.com/legal-answers/if-i-do-get-an-acd-dismissal--my-lawyer-said-he-be-461488.html,"If I do get an ACD dismissal, my lawyer said he believes that's where I am leading towards, can it ever be unsealed? - Q&A - Avvo",158,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-12 04:18:31"
5609,13,https://www.avvo.com/all-lawyers/tx/dyess_afb.html?page=3,"Find the best lawyer in Dyess Afb, TX - Page 3 - Avvo",208,13,https://www.taylorcountytexas.org/206/CCL2,Dofollow,,"Court Website",,404,"2020-09-28 07:39:50","2020-05-05 16:52:00"
5610,13,https://www.avvo.com/legal-answers/is-this-family-court-decision-a-violation-of-the-1-472279.html,"Is this family court decision a violation of the 13th Amendment? - Q&A - Avvo",140,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-12 12:24:51"
5611,13,https://www.avvo.com/legal-answers/can-an-article-post-a-picture-of-me-without-my-per-2849798.html,"Can an article post a picture of me without my permission? - Q&A - Avvo",162,12,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-09 13:19:12"
5612,13,https://www.avvo.com/legal-answers/what-can-i-do-about-a-man-posting-pictures---video-373503.html,"What can i do about a man posting pictures & videos of me online without my permission? - Q&A - Avvo",158,13,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-11 19:27:12"
5613,13,https://www.avvo.com/legal-answers/should-i-be-entitled-to-medical-expenses-copays--l-2113996.html,"Should I be entitled to medical expenses/copays, lost wages, or other damages from my daughter's daycare provider? - Q&A - Avvo",168,14,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-05-12 11:38:35"
5614,13,https://www.avvo.com/attorneys/59802-mt-sarah-rhoades-1950388.html,"Lawyer Sarah Rhoades - Missoula, MT Attorney - Avvo",141,18,http://www.mywsba.org/Default.aspx?tabid=90&action=MTGProductDetails&args=6613,Nofollow,,"Representing Small to Medium Size Trademark Clients: Issues, Advice and Useful Suggestions",,404,"2020-09-24 00:40:11","2020-05-13 16:32:53"
5615,13,https://www.avvo.com/legal-answers/how-much-and-where-should-i-keep-security-deposit--2126855.html,"How much and where should I keep security deposit if I have to do lease with purchase option also known as rent to own? - Q&A - Avvo",149,11,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-05-13 06:00:29"
5616,13,https://www.avvo.com/attorneys/christopher-jones-463910.html,"Lawyer Christopher Jones - Georgia Attorney - Avvo",132,9,http://www.pslranugget.com/,Nofollow,,"The PSLRA Nugget",,0,"2020-08-24 07:20:32","2020-05-11 10:33:27"
5617,13,https://www.avvo.com/legal-answers/writing-biography-history-on-a-deceased-individual-728154.html,"Writing Biography/history on a deceased individual, can I use use public records from, police, court, psychiatric reports? - Q&A - Avvo",146,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-05-11 14:49:44"
5618,13,https://lawyernomics.avvo.com/attorney-advertising/ready-aba-resolution-on-technology-and-client-development.html,"ABA Resolution on Technology and Client Development - Lawyernomics by Avvo",47,19,https://www.americanbar.org/groups/professional_responsibility/aba_commission_on_ethics_20_20/house_of_delegates_filings/,Dofollow,"The ABA Commission on Ethics 20/20 recently submitted","six resolutions","to the ABA House of Delegates for consideration this month.",404,"2020-09-21 15:32:16","2020-06-21 18:24:15"
5619,13,https://lawyernomics.avvo.com/attorney-advertising/social-media-and-the-pitfalls-of-consumer-legal-marketing.html,"Social Media and the Pitfalls of Consumer Legal Marketing - Lawyernomics by Avvo",40,10,http://www.facdl.org/,Dofollow,"Brian Tannebaum to speak to the annual meeting of the","Florida Association of Criminal Defense Lawyers",". The topic? Social media and online advertising. We talked",404,"2020-10-02 04:07:45","2020-06-20 22:18:41"
5620,13,https://lawyernomics.avvo.com/author/jaredcorreia,"Jared Correia, Author at Lawyernomics by Avvo",31,15,https://www.thehersheycompany.com/libs/granite/core/content/login.html?resource=/brands/rolo/caramels-in-milk-chocolate.aspx&$$login$$=$$login$$&j_reason=unknown&j_reason_code=unknown,Dofollow,"He enjoys country music and chocolate candies featuring caramel, especially",Rolos,". He respects Ron Swanson .",404,"2020-10-01 14:14:06","2020-06-22 21:19:26"
5621,13,https://lawyernomics.avvo.com/avvo-webinars/guest-webinar-alert-unlocking-the-secrets-of-social-media-for-attorneys-with-stephen-fairley.html,"Guest Webinar Alert: Unlocking the Secrets of Social Media for Attorneys with Stephen Fairley - Lawyernomics by Avvo",34,12,https://therainmakerinstitute.com/index.html,Dofollow,"at 1PM ET/10AM PTfor a free webinar with Stephen Fairley,","CEO of The Rainmaker Institute",.,404,"2020-09-13 14:12:56","2020-06-20 23:31:59"
5622,13,https://lawyernomics.avvo.com/business-development/how-in-house-counsel-defines-client-focus.html,"How In House Counsel Defines Client Focus",41,14,http://www.legalmarketing.org/,Dofollow,"colleagues and I hear time and time again, including at",LMA,"events where the message conveyed from in-house counsel is clear.",404,"2020-09-29 15:02:19","2020-06-28 15:12:18"
5623,13,https://lawyernomics.avvo.com/cle/add-these-7-books-to-your-2015-summer-reading-list.html,"Add these 7 books to your 2015 summer reading list",37,20,http://tomperrotta.net/content.php?page=the_leftovers&n=2&f=2,Dofollow,,"The Leftovers, Tom Perrotta",,404,"2020-09-24 05:57:03","2020-06-24 16:24:20"
5624,13,https://lawyernomics.avvo.com/client-intake/when-hiring-a-lawyer-is-like-buying-a-toaster-from-amazon.html,"When Hiring a Lawyer Is Like Buying a Toaster from Amazon - Lawyernomics by Avvo",39,9,https://www.michiganautolaw.com/personal-injuries/index.php,Dofollow,"I am a","Michigan personal injury lawyer",", and I believe that many of these changes will",404,"2020-09-17 09:26:41","2020-06-19 07:23:19"
5625,13,https://lawyernomics.avvo.com/content-development/using-wildfire-to-spread-impact-of-charitable-donations.html,"Using Wildfire to Spread Impact of Charitable Donations - Lawyernomics by Avvo",46,11,http://www.wildfireapp.com/,Dofollow,"firm ran a Winter Charity Contest using the Facebook Application",Wildfire,". It’s a pretty cool program that allows you to",404,"2020-09-22 04:50:06","2020-06-20 22:30:56"
5626,13,https://lawyernomics.avvo.com/legal-marketing/11-books-lawyers-reach-personal-business-new-years-resolutions.html,"11 books for lawyers to reach their personal and business New Year’s resolutions - Lawyernomics by Avvo",36,25,https://www.attorneyatwork.com/law-practice-books/marketing-business-development/one-of-a-kind-proven-path-profitable-law-practice/,Dofollow,,"One of a Kind: A Proven Path to a Profitable Law Practice",", Jay Harrington.",404,"2020-09-21 15:31:38","2020-06-20 15:07:28"
5627,13,https://lawyernomics.avvo.com/legal-marketing/7-tips-make-email-mobile-friendly.html,"7 Tips to Make Your Email Mobile-Friendly",33,11,https://fb-public.app.box.com/s/3iq5x6uwnqtq7ki4q8wk,Dofollow,"In fact, an","IDC research report","commissioned by Facebook earlier this year among Americans aged 18-44",404,"2020-09-29 12:24:33","2020-06-21 18:13:57"
5628,13,https://lawyernomics.avvo.com/legal-marketing/avoid-making-www-vs-non-www-mistake.html,"Avoid this massive problem with your website's URL",36,13,https://support.google.com/webmasters/answer/44231?hl=en,Dofollow,"set your preferred domain in Google Webmaster Tools (Google instructions",here,"). WordPress setup includes handling of the www vs non",404,"2020-09-23 21:17:06","2020-06-20 22:30:49"
5629,13,https://lawyernomics.avvo.com/legal-marketing/effective-marketing-for-your-law-firm.html,"Effective Marketing For Your Law Firm | Lawyernomics",31,14,http://lawmarketing.com/survey-report-how-law-firms-spend-their-marketing-dollars/,Dofollow,,"A study from the Law Marketing Portal","shows that most law firms devote minimal resources toward marketing:",0,"2020-07-11 20:07:49","2020-06-23 07:32:26"
5630,13,https://lawyernomics.avvo.com/legal-marketing/law-firm-succession-planning-what-to-do-with-aging-baby-boomers.html,"Law Firm Succession Planning and Aging Baby Boomers | Lawyernomics",46,19,http://www.legalmarketing.org/,Dofollow,"At the 2013","Legal Marketing Association","International Conference, Professor David B. Wilkins of Harvard Law School",404,"2020-09-29 15:02:19","2020-06-21 00:15:48"
5631,13,https://lawyernomics.avvo.com/legal-marketing/qualities-of-a-successful-rainmaker.html,"Qualities of a Successful Rainmaker",31,18,https://lawyerist.com/marketing/public-speaking/,Dofollow,"reach your targets by writing or blogging? Should you speak?","Where should you write or speak?","Will social media help your practice?",404,"2020-09-27 17:30:15","2020-06-20 15:01:00"
5632,13,https://lawyernomics.avvo.com/legal-marketing/seo-basics-for-lawyers-how-to-be-found-through-social-search.html,"SEO Basics for Lawyers: How to Be Found Through Social Search - Lawyernomics by Avvo",39,13,https://profiles.google.com/,Dofollow,"Establish a Google+ Profile. Set up a Google+ profile",here,"and create links to all your social content. You’ll need",404,"2020-09-29 14:29:19","2020-06-21 02:18:08"
5633,13,https://lawyernomics.avvo.com/legal-marketing/seo/15-must-have-local-search-citations.html,"15 Must Have Local Search Citations for Higher Rankings on Google+ Local - Lawyernomics by Avvo",42,42,http://www.bing.com/businessportal/,Dofollow,"Claim profile:",http://www.bing.com/businessportal/,,404,"2020-09-29 23:53:21","2020-06-21 02:21:40"
5633,13,https://lawyernomics.avvo.com/legal-marketing/seo/15-must-have-local-search-citations.html,"15 Must Have Local Search Citations for Higher Rankings on Google+ Local - Lawyernomics by Avvo",42,42,http://listings.local.yahoo.com/overview.php,Dofollow,"Claim profile:",http://listings.local.yahoo.com/overview.php,,404,"2020-09-20 10:54:56","2020-06-21 02:21:40"
5634,13,https://lawyernomics.avvo.com/legal-marketing/seo/commonly-made-seo-mistakes-when-redesigning-a-legal-website.html,"Commonly Made SEO Mistakes When Redesigning a Legal Website - Lawyernomics by Avvo",43,30,http://futurefoamdemo.com/top/index.php?a=stats&u=brianhumphrey,Nofollow,"search engine optimization software video search engine optimization [",http://Futurefoamdemo.com/top/index.php?a=stats&u=brianhumphrey,],0,"2020-09-20 09:39:33","2020-06-20 22:50:53"
